,0,1,2,3,4,5,6,7,8,9,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0,0.5,1.4333333333333331,14.433333333333334,12.483333333333333,19.33333333333333,18.116666666666667,13.016666666666667,17.866666666666667,20.266666666666666,18.7,17.1,26.35,19.4,26.516666666666666,16.766666666666666,20.883333333333333,15.933333333333334,14,17.183333333333334,19.45,17.55,18.616666666666667,22.35,364.55,17.333333333333332,19.116666666666667,24.683333333333334,24.166666666666668
1,0.5,0,1.9833333333333332,14.866666666666667,12.916666666666666,19.766666666666666,18.55,13.45,18.28333333333333,20.7,19.133333333333333,17.533333333333335,26.78333333333333,19.83333333333333,26.95,17.183333333333334,21.316666666666663,16.366666666666667,14.416666666666666,17.616666666666667,19.866666666666667,17.983333333333334,19.05,22.766666666666666,364.98333333333335,17.75,19.53333333333333,25.1,24.6
2,1.85,2.4,0,14.566666666666666,12.616666666666667,19.466666666666665,18.25,13.15,18,20.4,18.83333333333333,17.233333333333334,26.48333333333333,19.53333333333333,26.666666666666668,16.9,21.03333333333333,16.066666666666666,14.133333333333333,17.333333333333332,19.58333333333333,17.683333333333334,18.766666666666666,22.48333333333333,364.7,17.466666666666665,19.25,24.816666666666663,24.3
3,20.28333333333333,20.766666666666666,20.316666666666663,0,22.816666666666663,18.216666666666665,17,11.9,16.383333333333333,18.966666666666665,4.266666666666667,12.9,12.966666666666669,6.466666666666667,18.066666666666663,15.15,18.9,17.383333333333333,9.783333333333331,15.716666666666669,7.3,8.266666666666667,14.75,21.216666666666665,360.01666666666665,9.5,17.983333333333334,9.933333333333334,9.416666666666666
4,12.816666666666666,13.3,12.833333333333334,17.283333333333335,0,22.166666666666668,20.966666666666665,15.866666666666667,20.7,22.716666666666665,21.53333333333333,20.133333333333333,28.8,22.25,26.416666666666668,19.6,23.73333333333333,18.766666666666666,16.833333333333332,20.03333333333333,23.816666666666663,20.383333333333333,21.466666666666665,24.7,367.4,21.8,21.95,24.566666666666663,24.05
5,19.98333333333333,20.466666666666665,20.016666666666666,11.1,22.516666666666666,0,6.866666666666666,8.283333333333333,12.683333333333334,22.133333333333333,15.366666666666667,9.766666666666667,24.08333333333333,16.066666666666666,24.55,13.516666666666667,11.116666666666667,18.133333333333333,10.666666666666666,11.216666666666669,16.116666666666667,14.216666666666669,12.633333333333333,9.966666666666669,358.65,14,5.416666666666667,20.98333333333333,20.466666666666665
6,19.366666666666667,19.866666666666667,19.4,10.5,21.9,8.483333333333333,0,6.5,13.85,21.516666666666666,14.766666666666667,9.583333333333334,23.466666666666665,15.466666666666669,23.933333333333334,12.9,14.383333333333333,18.316666666666663,10.05,16.6,15.5,13.6,18.03333333333333,6.5,358.28333333333336,13.383333333333333,10.05,20.366666666666667,19.85
7,12.866666666666667,13.35,12.9,3.983333333333333,15.4,10.833333333333334,9.616666666666667,0,7.5,15.016666666666667,8.25,8.333333333333334,16.966666666666665,8.95,17.433333333333334,6.4,11.95,12.866666666666667,3.55,9.25,9,7.1,10.683333333333334,13.85,354.18333333333334,6.883333333333334,10.616666666666667,13.866666666666667,13.35
8,21.73333333333333,22.216666666666665,21.766666666666666,13.283333333333331,24.266666666666666,16.1,18.48333333333333,13.383333333333333,0,24.3,17.55,16.1,26.25,17.433333333333334,26.716666666666665,9.033333333333331,9.9,22.28333333333333,12.833333333333334,17.516666666666666,18.28333333333333,16.383333333333333,18.95,20.75,361.6666666666667,16.166666666666668,16.133333333333333,23.15,22.633333333333333
